Reference_Observation_Point_Name,Reference_Observation_Point_Latitude,Reference_Observation_Point_Longitude,Real_Observation_Point_Name,Real_Observation_Point_Date,Real_Observation_Point_Latitude,Real_Observation_Point_Longitude,Display_Station_Name,Display_Station_Latitude,Display_Station_Longitude,Displaying_Male_Number
P07-2,33.210,-3.890,20M08P07-2,24/03/2020 07:31:00,33.21036,-3.88947,20M08D29,33.2057,-3.89467,1
P08-1,33.204,-3.864,20M08P08-1,24/03/2020 08:11:00,33.204,-3.8645,NULL,NULL,NULL,1
P07-3,33.217,-3.912,20M18P07-3,25/03/2020 06:13:00,33.21661,-3.91159,NULL,NULL,NULL,1
P07-4,33.223,-3.932,20M18P07-4,25/03/2020 06:42:00,33.22266,-3.93228,20M18D13,33.22685,-3.93558,1
P03-5,33.176,-4.021,20M08P03-5,26/03/2020 06:27:00,33.17552,-4.02088,NULL,NULL,NULL,1
P04-5,33.176,-3.991,20M08P04-5,25/03/2020 06:43:00,33.17581,-3.99081,NULL,NULL,NULL,1
P04-6,33.184,-4.004,20M08P04-6,25/03/2020 07:10:00,33.18438,-4.00414,NULL,NULL,NULL,1
P05-6,33.180,-4.015,20M08P05-6,26/03/2020 07:18:00,33.17975,-4.01497,NULL,NULL,NULL,1
P09-4,33.252,-3.893,20M18P09-4,27/03/2020 07:29:00,33.25189,-3.89305,20M18D18,33.25776,-3.89755,1
P09-5,33.262,-3.912,20M18P09-5,27/03/2020 07:06:00,33.2615,-3.91197,20M18D17,33.2647,-3.91173,1
P10-4,33.281,-3.888,20M18P10-4,27/03/2020 06:03:00,33.28102,-3.88757,NULL,NULL,NULL,1
P10-5,33.286,-3.910,20M18P10-5,27/03/2020 06:32:00,33.28627,-3.90975,20M18D14,33.2877,-3.91005,1
P10-5,33.286,-3.910,20M18P10-5,27/03/2020 06:32:00,33.28627,-3.90975,20M18D15,33.29215,-3.91148,1
P10-5,33.286,-3.910,20M18P10-5,27/03/2020 06:32:00,33.28627,-3.90975,20M18D16,33.2884,-3.92001,1
P04-C,33.221,-3.950,20M18P04-C,26/03/2020 06:08:00,33.22094,-3.9505,NULL,NULL,NULL,1
P05-C,33.232,-3.965,20M18P05-C,26/03/2020 06:34:00,33.23212,-3.96546,NULL,NULL,NULL,1
P04-8,33.202,-4.033,21M25P04-8,12/1/2021 8:11,33.20246,-4.033,NULL,NULL,NULL,1
P04-9,33.219,-4.062,21M25P04-9,12/1/2021 8:39,33.21894,-4.06241,NULL,NULL,NULL,1
P05-7,33.181,-4.030,21M25P05-7,12/1/2021 7:28,33.18126,-4.02987,NULL,NULL,NULL,1
P05-8,33.203,-4.046,21M25P05-8,12/1/2021 7:50,33.20323,-4.04594,NULL,NULL,NULL,1
P06-D,33.330,-3.834,21M20P06-D,12/1/2021 8:06,33.33024,-3.8338,NULL,NULL,NULL,1
P13-3,33.326,-3.782,21M20P13-3,12/1/2021 7:07,33.3264,-3.78208,NULL,NULL,NULL,1
P13-4,33.334,-3.801,21M20P13-4,12/1/2021 7:34,33.33416,-3.80138,NULL,NULL,NULL,1
P13-5,33.342,-3.821,21M20P13-5,12/1/2021 7:50,33.34199,-3.82081,NULL,NULL,NULL,1
P01-C,33.286,-3.825,21M01P01-C,13/01/2021 08:19:00,33.28569,-3.82537,NULL,NULL,NULL,1
P01-D,33.135,-3.954,21M01P01-D,12/1/2021 8:14,33.1351,-3.95396,NULL,NULL,NULL,1
P02-1,33.100,-3.968,21M01P02-1,12/1/2021 7:17,33.10033,-3.96792,NULL,NULL,NULL,1
P02-C,33.295,-3.841,21M01P02-C,13/01/2021 08:02:00,33.29461,-3.84076,NULL,NULL,NULL,1
P03-1,33.115,-3.961,21M01P03-1,12/1/2021 7:34,33.11465,-3.96076,NULL,NULL,NULL,1
P03-2,33.131,-3.977,21M01P03-2,12/1/2021 7:53,33.13055,-3.97685,NULL,NULL,NULL,1
P10-1,33.254,-3.829,21M01P10-1,13/01/2021 07:23:00,33.25446,-3.82929,NULL,NULL,NULL,1
P11-2,33.269,-3.846,21M01P11-2,13/01/2021 07:39:00,33.26864,-3.84597,NULL,NULL,NULL,1
P08-D,33.226,-3.870,21M25P08-D,13/01/2021 08:25:00,33.22635,-3.86975,NULL,NULL,NULL,1
P09-1,33.228,-3.835,21M25P09-1,13/01/2021 07:08:00,33.22807,-3.83542,NULL,NULL,NULL,1
P09-2,33.234,-3.856,21M25P09-2,13/01/2021 07:38:00,33.2338,-3.85593,NULL,NULL,NULL,1
P09-3,33.243,-3.875,21M25P09-3,13/01/2021 08:03:00,33.24272,-3.87362,NULL,NULL,NULL,1
P06-6,33.221,-3.985,21M20P06-6,13/01/2021 07:05:00,33.22105,-3.98526,NULL,NULL,NULL,1
P06-7,33.230,-4.005,21M20P06-7,13/01/2021 07:38:00,33.23025,-4.00459,NULL,NULL,NULL,1
P06-8,33.242,-4.022,21M20P06-8,13/01/2021 08:00:00,33.242,-4.02247,NULL,NULL,NULL,1
P06-9,33.236,-4.032,21M20P06-9,13/01/2021 08:22:00,33.23575,-4.03154,NULL,NULL,NULL,1
P04-1,33.136,-3.921,21M01P04-1,14/01/2021 07:18:00,33.13721,-3.9247,NULL,NULL,NULL,1
P04-2,33.145,-3.936,21M01P04-2,14/01/2021 07:34:00,33.14471,-3.93642,NULL,NULL,NULL,1
P04-3,33.156,-3.955,21M01P04-3,14/01/2021 07:52:00,33.15567,-3.95473,NULL,NULL,NULL,1
P04-4,33.166,-3.973,21M01P04-4,14/01/2021 08:07:00,33.16576,-3.97291,NULL,NULL,NULL,1
P06-3,33.202,-3.919,21M25P06-3,14/01/2021 07:14:00,33.2023,-3.91902,NULL,NULL,NULL,1
P06-4,33.206,-3.941,21M25P06-4,14/01/2021 07:39:00,33.2056,-3.94082,NULL,NULL,NULL,1
P06-5,33.209,-3.964,21M25P06-5,14/01/2021 07:58:00,33.20912,-3.96435,NULL,NULL,NULL,1
P08-C,33.207,-3.982,21M25P08-C,14/01/2021 08:21:00,33.20714,-3.98206,NULL,NULL,NULL,1
P12-1,33.291,-3.783,21M20P12-1,14/01/2021 06:59:00,33.29145,-3.78332,NULL,NULL,NULL,1
P12-2,33.298,-3.804,21M20P12-2,14/01/2021 07:34:00,33.29776,-3.80351,NULL,NULL,NULL,1
P13-1,33.319,-3.763,21M20P13-1,14/01/2021 07:57:00,33.31854,-3.7626,NULL,NULL,NULL,1
P13-2,33.322,-3.773,21M20P13-2,14/01/2021 08:14:00,33.32245,-3.7731,NULL,NULL,NULL,1
P08-2,33.216,-3.883,21M01P08-2,15/01/2021 07:23:00,33.21647,-3.88282,NULL,NULL,NULL,1
P08-3,33.226,-3.901,21M01P08-3,15/01/2021 07:41:00,33.22591,-3.9014,NULL,NULL,NULL,1
P08-4,33.234,-3.917,21M01P08-4,15/01/2021 07:55:00,33.2336,-3.91741,NULL,NULL,NULL,1
P08-5,33.243,-3.936,21M01P08-5,15/01/2021 08:12:00,33.24337,-3.93577,NULL,NULL,NULL,1
P03-D,33.193,-3.994,21M20P03-D,15/01/2021 08:17:00,33.19305,-3.99381,NULL,NULL,NULL,1
P04-D,33.194,-3.962,21M20P04-D,15/01/2021 07:55:00,33.19364,-3.96159,NULL,NULL,NULL,1
P05-4,33.176,-3.959,21M20P05-4,15/01/2021 06:57:00,33.17586,-3.95856,NULL,NULL,NULL,1
P05-5,33.181,-3.979,21M20P05-5,15/01/2021 07:35:00,33.18113,-3.97942,NULL,NULL,NULL,1
P07D,33.269,-3.884,21M25P07-D,15/01/2021 08:37:00,33.26894,-3.88431,NULL,NULL,NULL,1
P11-3,33.281,-3.863,21M25P11-3,15/01/2021 07:18:00,33.28113,-3.86345,NULL,NULL,NULL,1
P11-4,33.295,-3.882,21M25P11-4,15/01/2021 07:38:00,33.29457,-3.8821,NULL,NULL,NULL,1
P11-5,33.304,-3.905,21M25P11-5,15/01/2021 07:58:00,33.30402,-3.9055,NULL,NULL,NULL,1
P02-D,33.157,-3.922,21M01P02-D,19/01/2021 07:49:00,33.15723,-3.92248,NULL,NULL,NULL,1
P05-1,33.167,-3.891,21M01P05-1,19/01/2021 07:19:00,33.16658,-3.89123,NULL,NULL,NULL,1
P05-2,33.170,-3.912,21M01P05-2,19/01/2021 07:33:00,33.16953,-3.91239,NULL,NULL,NULL,1
P05-3,33.172,-3.937,21M01P05-3,19/01/2021 08:08:00,33.17233,-3.93705,NULL,NULL,NULL,1
P09-7,33.280,-3.949,21M21P09-7,20/01/2021 07:38:00,33.28005,-3.94882,NULL,NULL,NULL,1
P02-6,33.149,-4.063,21M25P02-6,19/01/2021 07:39:00,33.14914,-4.06302,NULL,NULL,NULL,1
P02-7,33.146,-4.081,21M25P02-7,19/01/2021 07:14:00,33.14587,-4.0814,NULL,NULL,NULL,1
P03-4B,33.180,-4.076,21M25P034B,19/01/2021 08:21:00,33.18041,-4.07646,NULL,NULL,NULL,1
P03-5B,33.163,-4.082,21M25P035B,19/01/2021 08:00:00,33.16249,-4.08164,NULL,NULL,NULL,1
P08-7,33.270,-3.971,21M25P08-7,20/01/2021 08:33:00,33.26988,-3.97125,NULL,NULL,NULL,1
P09-6,33.271,-3.931,21M25P09-6,20/01/2021 07:18:00,33.27128,-3.93143,NULL,NULL,NULL,1
P09-8,33.285,-3.976,21M25P09-8,20/01/2021 08:10:00,33.2847,-3.9756,NULL,NULL,NULL,1
P06-2,33.198,-3.898,21M20P06-2,20/01/2021 08:12:00,33.19825,-3.89788,NULL,NULL,NULL,1
P07-1,33.196,-3.876,21M20P07-1,20/01/2021 07:54:00,33.19586,-3.87636,NULL,NULL,NULL,1
P07-2,33.210,-3.890,21M20P07-2,20/01/2021 07:35:00,33.21035,-3.88953,NULL,NULL,NULL,1
P08-1,33.204,-3.864,21M20P08-1,20/01/2021 06:54:00,33.20401,-3.86441,NULL,NULL,NULL,1
P10-6,33.291,-3.930,21M20P10-6,19/01/2021 07:10:00,33.29114,-3.9304,NULL,NULL,NULL,1
P10-7,33.298,-3.967,21M20P10-7,19/01/2021 07:44:00,33.29785,-3.96651,NULL,NULL,NULL,1
P10-8,33.303,-3.948,21M20P10-8,19/01/2021 08:06:00,33.30265,-3.94774,NULL,NULL,NULL,1
P10-9,33.311,-3.967,21M20P10-9,19/01/2021 08:24:00,33.31143,-3.96743,NULL,NULL,NULL,1
P07-5,33.235,-3.948,21M01P07-5,21/01/2021 07:23:00,33.23493,-3.94796,NULL,NULL,NULL,1
P07-6,33.246,-3.965,21M01P07-6,21/01/2021 07:38:00,33.2464,-3.96444,NULL,NULL,NULL,1
P07-7,33.255,-3.993,21M01P07-7,21/01/2021 08:24:00,33.25451,-3.99267,NULL,NULL,NULL,1
P08-6,33.255,-3.958,21M01P08-6,21/01/2021 07:59:00,33.2555,-3.95749,NULL,NULL,NULL,1
P12-3,33.304,-3.824,21M01P12-3,20/01/2021 07:25:00,33.30427,-3.82427,NULL,NULL,NULL,1
P12-4,33.310,-3.846,21M01P12-4,20/01/2021 07:46:00,33.30959,-3.84595,NULL,NULL,NULL,1
P12-5,33.317,-3.864,21M01P12-5,20/01/2021 08:02:00,33.31689,-3.86452,NULL,NULL,NULL,1
P12-6,33.323,-3.884,21M01P12-6,20/01/2021 08:18:00,33.32311,-3.88445,NULL,NULL,NULL,1
P03-3,33.145,-3.994,21M25P03-3,21/01/2021 07:08:00,33.14457,-3.99378,NULL,NULL,NULL,1
P03-4,33.160,-4.007,21M25P03-4,21/01/2021 07:35:00,33.16034,-4.00693,NULL,NULL,NULL,1
P03-1B,33.158,-4.020,21M25P031B,21/01/2021 07:52:00,33.15831,-4.02028,NULL,NULL,NULL,1
P03-2B,33.168,-4.044,21M25P032B,21/01/2021 08:16:00,33.16834,-4.04416,NULL,NULL,NULL,1
P07-3,33.217,-3.912,21M01P07-3,22/01/2021 07:19:00,33.21663,-3.91156,NULL,NULL,NULL,1
P07-4,33.223,-3.932,21M01P07-4,22/01/2021 07:36:00,33.22268,-3.93218,NULL,NULL,NULL,1
P03-5,33.176,-4.021,21M25P03-5,22/01/2021 08:08:00,33.1755,-4.0209,NULL,NULL,NULL,1
P04-5,33.176,-3.991,21M25P04-5,22/01/2021 07:10:00,33.17587,-3.99082,NULL,NULL,NULL,1
P04-6,33.184,-4.004,21M25P04-6,22/01/2021 07:33:00,33.18439,-4.00403,NULL,NULL,NULL,1
P05-6,33.180,-4.015,21M25P05-6,22/01/2021 07:51:00,33.17976,-4.01497,NULL,NULL,NULL,1
P09-4,33.252,-3.893,21M20P09-4,22/01/2021 07:09:00,33.25191,-3.89307,NULL,NULL,NULL,1
P09-5,33.262,-3.912,21M20P09-5,22/01/2021 07:33:00,33.26151,-3.91197,21M20L01,33.26429,-3.91195,1
P10-4,33.281,-3.888,21M20P10-4,22/01/2021 08:02:00,33.28101,-3.88757,NULL,NULL,NULL,1
P10-5,33.286,-3.910,21M20P10-5,22/01/2021 08:28:00,33.2862,-3.9097,NULL,NULL,NULL,1
P04-C,33.221,-3.950,21M01P04-C,23/01/2021 07:23:00,33.22095,-3.95053,NULL,NULL,NULL,1
P05-C,33.232,-3.965,21M01P05-C,23/01/2021 07:38:00,33.23211,-3.96538,NULL,NULL,NULL,1
P02-2,33.110,-3.988,21M20P02-2,21/01/2021 06:47:00,33.10997,-3.98804,NULL,NULL,NULL,1
P02-3,33.120,-4.008,21M20P02-3,21/01/2021 07:31:00,33.11964,-4.00798,NULL,NULL,NULL,1
P02-4,33.133,-4.024,21M20P02-4,21/01/2021 07:50:00,33.13313,-4.02377,NULL,NULL,NULL,1
P02-5,33.146,-4.041,21M20P02-5,21/01/2021 08:14:00,33.14618,-4.04129,NULL,NULL,NULL,1
P01-D,33.135,-3.954,21M01P01-D,26/01/2021 08:11:00,33.1351,-3.95395,NULL,NULL,NULL,1
P02-1,33.100,-3.968,21M01P02-1,26/01/2021 07:13:00,33.10033,-3.96792,NULL,NULL,NULL,1
P03-1,33.115,-3.961,21M01P03-1,26/01/2021 07:32:00,33.11464,-3.96077,NULL,NULL,NULL,1
P03-2,33.131,-3.977,21M01P03-2,26/01/2021 07:49:00,33.13055,-3.97685,NULL,NULL,NULL,1
P06-D,33.330,-3.834,21M20P06-D,26/01/2021 08:14:00,33.33025,-3.83379,NULL,NULL,NULL,1
P13-3,33.326,-3.782,21M20P13-3,26/01/2021 07:02:00,33.32641,-3.78209,NULL,NULL,NULL,1
P13-4,33.334,-3.801,21M20P13-4,26/01/2021 07:40:00,33.33418,-3.8014,NULL,NULL,NULL,1
P13-5,33.342,-3.821,21M20P13-5,26/01/2021 07:58:00,33.34201,-3.82082,NULL,NULL,NULL,1
P04-8,33.202,-4.033,21M25P04-8,26/01/2021 07:55:00,33.20248,-4.03304,NULL,NULL,NULL,1
P04-9,33.219,-4.062,21M25P04-9,26/01/2021 08:20:00,33.21895,-4.06244,NULL,NULL,NULL,1
P05-7,33.181,-4.030,21M25P05-7,26/01/2021 07:15:00,33.18126,-4.02985,NULL,NULL,NULL,1
P05-8,33.203,-4.046,21M25P05-8,26/01/2021 07:36:00,33.20323,-4.04596,NULL,NULL,NULL,1
P01-C,33.286,-3.825,21M01P01-C,28/01/2021 08:20:00,33.28567,-3.82543,NULL,NULL,NULL,1
P02-C,33.295,-3.841,21M01P02-C,28/01/2021 08:01:00,33.29465,-3.84072,NULL,NULL,NULL,1
P10-1,33.254,-3.829,21M01P10-1,28/01/2021 07:24:00,33.2545,-3.82932,NULL,NULL,NULL,1
P11-2,33.269,-3.846,21M01P11-2,28/01/2021 07:38:00,33.26869,-3.84596,NULL,NULL,NULL,1
P06-3,33.202,-3.919,21M21P06-3,28/01/2021 07:21:00,33.20227,-3.91901,NULL,NULL,NULL,1
P06-4,33.206,-3.941,21M21P06-4,28/01/2021 07:40:00,33.20561,-3.94083,NULL,NULL,NULL,1
P06-5,33.209,-3.964,21M21P06-5,28/01/2021 08:06:00,33.20909,-3.96435,NULL,NULL,NULL,1
P08-C,33.207,-3.982,21M21P08-C,28/01/2021 08:28:00,33.20715,-3.98209,NULL,NULL,NULL,1
P08-D,33.226,-3.870,21M25P08-D,28/01/2021 08:20:00,33.22627,-3.8697,NULL,NULL,NULL,1
P09-1,33.228,-3.835,21M25P09-1,28/01/2021 07:08:00,33.22805,-3.8354,NULL,NULL,NULL,1
P09-2,33.234,-3.856,21M25P09-2,28/01/2021 07:33:00,33.23381,-3.85595,NULL,NULL,NULL,1
P09-3,33.243,-3.875,21M25P09-3,28/01/2021 07:56:00,33.2427,-3.87372,NULL,NULL,NULL,1
P04-1,33.136,-3.921,21M30P04-1,28/01/2021 07:17:00,33.13707,-3.924,NULL,NULL,NULL,1
P04-2,33.145,-3.936,21M30P04-2,28/01/2021 07:33:00,33.14472,-3.93646,NULL,NULL,NULL,1
P04-3,33.156,-3.955,21M30P04-3,28/01/2021 07:50:00,33.15564,-3.95463,NULL,NULL,NULL,1
P04-4,33.166,-3.973,21M30P04-4,28/01/2021 08:07:00,33.16578,-3.97295,NULL,NULL,NULL,1
P06-6,33.221,-3.985,21M20P06-6,28/01/2021 07:03:00,33.22106,-3.98526,NULL,NULL,NULL,1
P06-7,33.230,-4.005,21M20P06-7,28/01/2021 07:31:00,33.23025,-4.00459,NULL,NULL,NULL,1
P06-8,33.242,-4.022,21M20P06-8,28/01/2021 07:51:00,33.242,-4.0225,NULL,NULL,NULL,1
P06-9,33.236,-4.032,21M20P06-9,28/01/2021 08:14:00,33.23573,-4.03157,NULL,NULL,NULL,1
P07D,33.269,-3.884,21M25P07-D,29/01/2021 08:56:00,33.26893,-3.88437,NULL,NULL,NULL,1
P11-3,33.281,-3.863,21M25P11-3,29/01/2021 07:11:00,33.28108,-3.86347,NULL,NULL,NULL,1
P11-4,33.295,-3.882,21M25P11-4,29/01/2021 07:39:00,33.29459,-3.88213,21M25D01,33.30225,-3.87551,1
P11-5,33.304,-3.905,21M25P11-5,29/01/2021 08:26:00,33.30402,-3.90554,NULL,NULL,NULL,1
P03-D,33.193,-3.994,21M20P03-D,29/01/2021 08:12:00,33.19307,-3.99384,NULL,NULL,NULL,1
P04-D,33.194,-3.962,21M20P04-D,29/01/2021 07:48:00,33.19364,-3.96159,NULL,NULL,NULL,1
P05-4,33.176,-3.959,21M20P05-4,29/01/2021 06:59:00,33.17586,-3.95855,NULL,NULL,NULL,1
P05-5,33.181,-3.979,21M20P05-5,29/01/2021 07:29:00,33.18114,-3.97949,NULL,NULL,NULL,1
P12-1,33.291,-3.783,21M09P12-1,28/01/2021 07:11:00,33.29142,-3.78334,NULL,NULL,NULL,1
P12-2,33.298,-3.804,21M09P12-2,28/01/2021 07:33:00,33.29774,-3.80349,NULL,NULL,NULL,1
P13-1,33.319,-3.763,21M09P13-1,28/01/2021 08:28:00,33.31857,-3.76266,NULL,NULL,NULL,1
P13-2,33.322,-3.773,21M09P13-2,28/01/2021 08:00:00,33.32244,-3.77312,NULL,NULL,NULL,1
P08-2,33.216,-3.883,21M30P08-2,29/01/2021 07:16:00,33.21652,-3.88287,NULL,NULL,NULL,1
P08-3,33.226,-3.901,21M30P08-3,29/01/2021 07:34:00,33.2259,-3.9014,NULL,NULL,NULL,1
P08-4,33.234,-3.917,21M30P08-4,29/01/2021 07:50:00,33.23363,-3.91746,NULL,NULL,NULL,1
P08-5,33.243,-3.936,21M30P08-5,29/01/2021 08:07:00,33.24335,-3.93572,NULL,NULL,NULL,1
P10-6,33.291,-3.930,21M30P10-6,2/2/2021 7:19,33.29116,-3.93044,NULL,NULL,NULL,1
P10-7,33.298,-3.967,21M30P10-7,2/2/2021 7:40,33.29786,-3.96653,NULL,NULL,NULL,1
P10-8,33.303,-3.948,21M30P10-8,2/2/2021 8:02,33.30263,-3.9478,NULL,NULL,NULL,1
P10-9,33.311,-3.967,21M30P10-9,2/2/2021 8:22,33.31144,-3.96744,NULL,NULL,NULL,1
P02-D,33.157,-3.922,21M21P02-D,2/2/2021 8:32,33.15721,-3.92249,NULL,NULL,NULL,1
P05-1,33.167,-3.891,21M21P05-1,2/2/2021 7:11,33.16661,-3.89123,NULL,NULL,NULL,1
P05-2,33.170,-3.912,21M21P05-2,2/2/2021 7:38,33.16954,-3.91235,NULL,NULL,NULL,1
P05-3,33.172,-3.937,21M21P05-3,2/2/2021 7:56,33.17236,-3.93711,21M21D01,33.16853,-3.93736,1
P06-2,33.198,-3.898,21M30P06-2,3/2/2021 8:20,33.19825,-3.89796,NULL,NULL,NULL,1
P07-1,33.196,-3.876,21M30P07-1,3/2/2021 7:27,33.19589,-3.87638,NULL,NULL,NULL,1
P07-2,33.210,-3.890,21M30P07-2,3/2/2021 7:46,33.21034,-3.88956,21M30D01,33.20763,-3.89595,1
P08-1,33.204,-3.864,21M30P08-1,3/2/2021 7:09,33.20402,-3.86446,NULL,NULL,NULL,1
P12-3,33.304,-3.824,21M21P12-3,3/2/2021 7:17,33.30424,-3.82418,NULL,NULL,NULL,1
P12-4,33.310,-3.846,21M21P12-4,3/2/2021 7:39,33.30964,-3.84594,21M21D02,33.31664,-3.83935,1
P12-5,33.317,-3.864,21M21P12-5,3/2/2021 8:18,33.31685,-3.86446,21M21D03,33.31402,-3.86781,1
P12-6,33.323,-3.884,21M21P12-6,3/2/2021 8:53,33.3231,-3.88449,NULL,NULL,NULL,1
P02-2,33.110,-3.988,21M25P02-2,4/2/2021 7:02,33.10996,-3.98804,NULL,NULL,NULL,1
P02-3,33.120,-4.008,21M25P02-3,4/2/2021 7:32,33.11964,-4.00801,NULL,NULL,NULL,1
P02-4,33.133,-4.024,21M25P02-4,4/2/2021 7:54,33.13313,-4.02377,NULL,NULL,NULL,1
P02-5,33.146,-4.041,21M25P02-5,4/2/2021 8:15,33.14619,-4.04135,NULL,NULL,NULL,1
P02-6,33.149,-4.063,21M25P02-6,2/2/2021 7:32,33.14907,-4.06305,NULL,NULL,NULL,1
P02-7,33.146,-4.081,21M25P02-7,2/2/2021 7:05,33.14586,-4.08144,NULL,NULL,NULL,1
P03-4B,33.180,-4.076,21M25P03-4B,2/2/2021 8:17,33.1804,-4.07645,NULL,NULL,NULL,1
P03-5B,33.163,-4.082,21M25P03-5B,2/2/2021 7:58,33.16252,-4.08174,NULL,NULL,NULL,1
P08-7,33.270,-3.971,21M25P08-7,3/2/2021 8:45,33.26993,-3.97124,NULL,NULL,NULL,1
P09-6,33.271,-3.931,21M25P09-6,3/2/2021 7:14,33.2713,-3.93145,21M25D02,33.26617,-3.92712,1
P09-7,33.280,-3.949,21M25P09-7,3/2/2021 7:47,33.28004,-3.94884,21M25D03,33.28603,-3.94471,1
P09-7,33.280,-3.949,21M25P09-7,3/2/2021 7:47,33.28004,-3.94884,21M25L01,33.28008,-3.93992,1
P09-8,33.285,-3.976,21M25P09-8,3/2/2021 8:21,33.28473,-3.97549,NULL,NULL,NULL,1
P03-3,33.145,-3.994,21M30P03-3,4/2/2021 7:08,33.14458,-3.9938,NULL,NULL,NULL,1
P03-4,33.160,-4.007,21M30P03-4,4/2/2021 7:30,33.16036,-4.00696,NULL,NULL,NULL,1
P03-1B,33.158,-4.020,21M30P3-1B,4/2/2021 7:46,33.15826,-4.0203,NULL,NULL,NULL,1
P03-2B,33.168,-4.044,21M30P3-2B,4/2/2021 8:12,33.16835,-4.04417,NULL,NULL,NULL,1
P07-5,33.235,-3.948,21M21P07-5,4/2/2021 7:10,33.23494,-3.94798,NULL,NULL,NULL,1
P07-6,33.246,-3.965,21M21P07-6,4/2/2021 7:30,33.24636,-3.9645,NULL,NULL,NULL,1
P07-7,33.255,-3.993,21M21P07-7,4/2/2021 8:00,33.25451,-3.99276,NULL,NULL,NULL,1
P08-6,33.255,-3.958,21M21P08-6,4/2/2021 8:27,33.25544,-3.95773,NULL,NULL,NULL,1
P03-5,33.176,-4.021,21M30P03-5,5/2/2021 8:06,33.17554,-4.02096,NULL,NULL,NULL,1
P04-5,33.176,-3.991,21M30P04-5,5/2/2021 7:12,33.17579,-3.99077,NULL,NULL,NULL,1
P04-6,33.184,-4.004,21M30P04-6,5/2/2021 7:32,33.18441,-4.00409,NULL,NULL,NULL,1
P05-6,33.180,-4.015,21M30P05-6,5/2/2021 7:50,33.17977,-4.01499,NULL,NULL,NULL,1
P04-C,33.221,-3.950,21M21P04-C,5/2/2021 7:54,33.22087,-3.95049,NULL,NULL,NULL,1
P05-C,33.232,-3.965,21M21P05-C,5/2/2021 8:12,33.23214,-3.9654,NULL,NULL,NULL,1
P07-3,33.217,-3.912,21M21P07-3,5/2/2021 7:09,33.21661,-3.91158,NULL,NULL,NULL,1
P07-4,33.223,-3.932,21M21P07-4,5/2/2021 7:35,33.22265,-3.93226,NULL,NULL,NULL,1
P09-4,33.252,-3.893,21M25P09-4,5/2/2021 7:11,33.25192,-3.89307,NULL,NULL,NULL,1
P09-5,33.262,-3.912,21M25P09-5,5/2/2021 7:35,33.26152,-3.91198,NULL,NULL,NULL,1
P10-4,33.281,-3.888,21M25P10-4,5/2/2021 8:02,33.28102,-3.8876,21M25D04,33.28742,-3.89007,1
P10-5,33.286,-3.910,21M25P10-5,5/2/2021 8:45,33.28624,-3.90972,NULL,NULL,NULL,1
P01-D,33.135,-3.954,21M18P01-D,9/2/2021 7:58,33.13509,-3.95396,NULL,NULL,NULL,1
P02-1,33.100,-3.968,21M18P02-1,9/2/2021 6:18,33.10034,-3.96797,NULL,NULL,NULL,1
P02-2,33.110,-3.988,21M18P02-2,9/2/2021 7:14,33.10997,-3.98804,NULL,NULL,NULL,1
P02-3,33.120,-4.008,21M18P02-3,9/2/2021 7:29,33.11964,-4.00799,NULL,NULL,NULL,1
P06-D,33.330,-3.834,21M21P06-D,9/2/2021 8:14,33.33022,-3.83378,NULL,NULL,NULL,1
P13-3,33.326,-3.782,21M21P13-3,9/2/2021 7:03,33.3264,-3.78208,21M21D04,33.33009,-3.77947,1
P13-4,33.334,-3.801,21M21P13-4,9/2/2021 7:37,33.33416,-3.80136,NULL,NULL,NULL,1
P13-5,33.342,-3.821,21M21P13-5,9/2/2021 7:55,33.34203,-3.82084,NULL,NULL,NULL,1
P04-8,33.202,-4.033,21M08P04-8,9/2/2021 8:10,33.20248,-4.03306,NULL,NULL,NULL,1
P05-7,33.181,-4.030,21M08P05-7,9/2/2021 8:34,33.18123,-4.02991,NULL,NULL,NULL,1
P05-8,33.203,-4.046,21M08P05-8,9/2/2021 6:55,33.20321,-4.04599,NULL,NULL,NULL,1
P04-9,33.219,-4.062,21M08P04-9,9/2/2021 7:36,33.21894,-4.06244,NULL,NULL,NULL,1
P08-D,33.226,-3.870,21M18P08-D,10/2/2021 8:12,33.22623,-3.86973,NULL,NULL,NULL,1
P09-1,33.228,-3.835,21M18P09-1,10/2/2021 6:37,33.22807,-3.83544,NULL,NULL,NULL,1
P09-2,33.234,-3.856,21M18P09-2,10/2/2021 7:16,33.23379,-3.85592,NULL,NULL,NULL,1
P09-3,33.243,-3.875,21M18P09-3,10/2/2021 7:52,33.24148,-3.87691,NULL,NULL,NULL,1
P06-6,33.221,-3.985,21M21P06-6,10/2/2021 7:04,33.22106,-3.98528,NULL,NULL,NULL,1
P06-7,33.230,-4.005,21M21P06-7,10/2/2021 7:29,33.23023,-4.00458,NULL,NULL,NULL,1
P06-8,33.242,-4.022,21M21P06-8,10/2/2021 7:52,33.242,-4.02249,NULL,NULL,NULL,1
P06-9,33.236,-4.032,21M21P06-9,10/2/2021 8:25,33.23576,-4.03172,NULL,NULL,NULL,1
P04-1,33.136,-3.921,21M21P04-1,11/2/2021 6:57,33.13713,-3.92388,NULL,NULL,NULL,1
P04-2,33.145,-3.936,21M21P04-2,11/2/2021 7:18,33.14471,-3.93643,NULL,NULL,NULL,1
P04-3,33.156,-3.955,21M21P04-3,11/2/2021 7:39,33.15562,-3.95456,NULL,NULL,NULL,1
